period,game_clock,team_id,hull_area,game
2,207.62,1610612743,285.28003325324994,01.02.2016.DEN.at.GSW
2,207.42,1610612743,265.64991733725003,01.02.2016.DEN.at.GSW
2,203.87,1610612744,411.00670514090007,01.02.2016.DEN.at.GSW
2,203.68,1610612744,452.6813291445999,01.02.2016.DEN.at.GSW
2,203.48,1610612744,497.63335235819994,01.02.2016.DEN.at.GSW
2,203.29,1610612744,543.4072777114002,01.02.2016.DEN.at.GSW
2,203.1,1610612744,589.7790543230502,01.02.2016.DEN.at.GSW
2,202.91,1610612744,634.3249349220002,01.02.2016.DEN.at.GSW
2,202.72,1610612744,691.8238900737002,01.02.2016.DEN.at.GSW
2,202.53,1610612744,766.2932383948998,01.02.2016.DEN.at.GSW
2,202.34,1610612744,852.5708592517001,01.02.2016.DEN.at.GSW
2,202.15,1610612744,944.2570168525001,01.02.2016.DEN.at.GSW
2,201.96,1610612744,1035.5987495877002,01.02.2016.DEN.at.GSW
2,201.77,1610612744,1114.9525436559002,01.02.2016.DEN.at.GSW
2,200.66,1610612744,1369.3311170922002,01.02.2016.DEN.at.GSW
2,200.46,1610612744,1396.4591337415995,01.02.2016.DEN.at.GSW
