player_id,live_seconds,dist_ft,mean_speed,p95_speed,max_speed,frames,dist_miles,live_minutes,game_id,side,team_id,team_abbrev,player,jersey,position,game
2200,1564.2100000000005,8738.722609783474,5.603884555496763,14.196281196557077,24.862931884434204,39138,1.655061100337779,26.070166666666676,0021500493,home,1610612741,CHI,Pau Gasol,16,C-F,01.01.2016.NYK.at.CHI
201959,1299.3500000000004,8063.489370393802,6.223279787701659,14.310786694409053,24.479341451220357,32488,1.5271760171200384,21.65583333333334,0021500493,home,1610612741,CHI,Taj Gibson,22,F,01.01.2016.NYK.at.CHI
203926,1108.020000000001,7432.7696285070515,6.72368962613658,15.82293032473868,24.807237709565637,27697,1.407721520550578,18.467000000000013,0021500493,home,1610612741,CHI,Doug McDermott,3,F,01.01.2016.NYK.at.CHI
203503,1106.7600000000002,7002.69152701291,6.341247734244613,15.248438217172426,24.80923638262242,27680,1.3262673346615361,18.446000000000005,0021500493,home,1610612741,CHI,Tony Snell,20,F,01.01.2016.NYK.at.CHI
201577,1072.7800000000004,6695.580320343822,6.2548302645617015,15.360762501432982,24.521137774943057,26815,1.2681023333984511,17.879666666666672,0021500493,visitor,1610612752,NYK,Robin Lopez,8,C,01.01.2016.NYK.at.CHI
202734,1010.3000000000006,6659.070967043377,6.6070087078390065,14.333205520745716,24.817091359672734,25266,1.2611876831521547,16.838333333333345,0021500493,home,1610612741,CHI,E'Twaun Moore,55,G,01.01.2016.NYK.at.CHI
2550,869.1000000000004,6031.968585280742,6.971700510893081,14.547587811217657,24.996556887922274,21745,1.1424182926668074,14.485000000000007,0021500493,home,1610612741,CHI,Kirk Hinrich,12,G,01.01.2016.NYK.at.CHI
204038,840.770000000001,5595.018044227847,6.674185046000193,15.543116322025387,24.57727343387083,21021,1.0596625083764861,14.012833333333349,0021500493,visitor,1610612752,NYK,Langston Galloway,2,G,01.01.2016.NYK.at.CHI
202682,939.8700000000006,5344.466190999152,5.700784393529649,14.38469111809073,24.704285665086058,23497,1.0122095058710514,15.66450000000001,0021500493,visitor,1610612752,NYK,Derrick Williams,23,F,01.01.2016.NYK.at.CHI
202338,712.7800000000002,4480.9256715009715,6.310526153862004,15.47677495676204,24.760220520981466,17839,0.8486601650570021,11.87966666666667,0021500493,visitor,1610612752,NYK,Kevin Seraphin,1,F-C,01.01.2016.NYK.at.CHI
201166,701.0100000000003,4113.926864512762,5.886590464327451,13.667427999639658,23.386341479878652,17529,0.7791528152486292,11.683500000000006,0021500493,home,1610612741,CHI,Aaron Brooks,0,G,01.01.2016.NYK.at.CHI
203124,680.3500000000003,4009.062185414481,5.916452754473347,14.55903393946134,23.68652319881142,17037,0.7592920805709245,11.33916666666667,0021500493,visitor,1610612752,NYK,Kyle O'Quinn,9,F-C,01.01.2016.NYK.at.CHI
1626170,212.45999999999995,1333.9694370483146,6.2780209130024325,14.374991193478351,20.90601689061672,5308,0.25264572671369595,3.540999999999999,0021500493,visitor,1610612752,NYK,Jerian Grant,13,G,01.01.2016.NYK.at.CHI
2756,212.45999999999998,1311.2390679226219,6.174140315678264,14.202614955091118,21.62319948259015,5309,0.24834073256110262,3.5409999999999995,0021500493,visitor,1610612752,NYK,Sasha Vujacic,18,G,01.01.2016.NYK.at.CHI
203946,130.46999999999997,692.4273426625185,5.311186384494696,14.230887456952185,17.556957114628453,3260,0.13114154217093155,2.1744999999999997,0021500493,home,1610612741,CHI,Cameron Bairstow,41,F-C,01.01.2016.NYK.at.CHI
203490,2269.4500000000003,15128.871376198296,6.675411495932665,14.803026491649332,24.591387559929643,56738,2.865316548522405,37.82416666666667,0021500490,home,1610612764,WAS,Otto Porter,22,F,01.01.2016.ORL.at.WAS
202699,2122.4799999999996,14062.62960353651,6.633054781509728,16.015438567210825,24.767899452971974,53057,2.663376818851612,35.374666666666656,0021500490,visitor,1610612753,ORL,Tobias Harris,12,F,01.01.2016.ORL.at.WAS
202322,2295.79,13223.326528682584,5.767161223277039,14.165674361828584,24.907196108778116,57390,2.5044179031595806,38.26316666666666,0021500490,home,1610612764,WAS,John Wall,2,G,01.01.2016.ORL.at.WAS
101162,2084.79,12711.045730014606,6.105109182047121,14.22951899441054,24.173808163220333,52116,2.4073950246239786,34.7465,0021500490,home,1610612764,WAS,Marcin Gortat,13,C,01.01.2016.ORL.at.WAS
203506,1844.1599999999999,12302.55853786437,6.681462915574264,15.347421129045014,24.88370924701549,46101,2.330030026110676,30.735999999999997,0021500490,visitor,1610612753,ORL,Victor Oladipo,5,G,01.01.2016.ORL.at.WAS
202066,1719.81,12093.576934325047,7.04273495018817,16.116899922904597,24.538111581769815,42995,2.2904501769555012,28.6635,0021500490,home,1610612764,WAS,Garrett Temple,17,G,01.01.2016.ORL.at.WAS
201162,1926.46,11713.769257688422,6.089775767585507,14.002843572837527,24.290316774407586,48161,2.2185169048652313,32.10766666666667,0021500490,home,1610612764,WAS,Jared Dudley,1,F,01.01.2016.ORL.at.WAS
202696,1871.29,11244.893612980552,6.016960615340938,14.487163527156973,24.91721755131093,46782,2.129714699428135,31.188166666666664,0021500490,visitor,1610612753,ORL,Nikola Vucevic,9,C,01.01.2016.ORL.at.WAS
203095,1621.8,11147.694046455119,6.883603036806059,15.635866823202987,24.705908321717445,40544,2.1113056906164998,27.029999999999998,0021500490,visitor,1610612753,ORL,Evan Fournier,10,F,01.01.2016.ORL.at.WAS
201196,1632.4600000000003,10022.583079184365,6.148860729612799,14.837512478904578,24.930939544317457,40812,1.8982164922697662,27.20766666666667,0021500490,home,1610612764,WAS,Ramon Sessions,7,G,01.01.2016.ORL.at.WAS
203932,1475.9300000000003,9937.041183892043,6.742067640117043,15.830008143162848,24.947239953752348,36897,1.8820153757371294,24.59883333333334,0021500490,visitor,1610612753,ORL,Aaron Gordon,00,F,01.01.2016.ORL.at.WAS
203901,1412.3000000000002,9362.861927232676,6.637858872755238,14.83155995039898,24.518568858927672,35309,1.773269304400128,23.538333333333338,0021500490,visitor,1610612753,ORL,Elfrid Payton,4,G,01.01.2016.ORL.at.WAS
101112,1274.4700000000003,8053.802801005483,6.326398932049189,15.106664919842983,23.81442286201869,31862,1.5253414395843718,21.241166666666672,0021500490,visitor,1610612753,ORL,Channing Frye,8,F,01.01.2016.ORL.at.WAS
1626162,1220.0299999999997,7784.930636909575,6.387020500640472,15.334934465535293,23.17577580283933,30498,1.4744186812328741,20.333833333333327,0021500490,home,1610612764,WAS,Kelly Oubre,12,F,01.01.2016.ORL.at.WAS
1626209,888.1400000000003,6261.253199225197,7.059794788390182,16.0508421313314,24.60155564415013,22205,1.185843408944166,14.802333333333339,0021500490,visitor,1610612753,ORL,Mario Hezonja,23,G-F,01.01.2016.ORL.at.WAS
201160,894.2100000000002,5887.774333824589,6.593670581148659,15.530379730137025,24.31329866785214,22351,1.1151087753455662,14.903500000000003,0021500490,visitor,1610612753,ORL,Jason Smith,14,F-C,01.01.2016.ORL.at.WAS
2743,743.3100000000001,4811.170862701847,6.479900625648855,15.550881341586228,23.888415662989374,18581,0.9112066027844408,12.3885,0021500490,home,1610612764,WAS,Kris Humphries,43,F,01.01.2016.ORL.at.WAS
203094,609.1600000000001,3505.7202226100485,5.765696506808462,15.677724103408629,24.72714479701902,15229,0.6639621633731152,10.152666666666669,0021500490,visitor,1610612753,ORL,Andrew Nicholson,44,F,01.01.2016.ORL.at.WAS
2400,246.22000000000008,1593.1305443900073,6.481238596158276,14.624995354699974,20.173362860739946,6158,0.30172926977083475,4.103666666666668,0021500490,home,1610612764,WAS,Drew Gooden,90,F,01.01.2016.ORL.at.WAS
203473,62.129999999999995,333.1079143715761,5.367708105013321,13.584680020155446,23.421540739776823,1554,0.06308862014613184,1.0354999999999999,0021500490,visitor,1610612753,ORL,Dewayne Dedmon,3,C,01.01.2016.ORL.at.WAS
203894,62.129999999999995,260.036808022612,4.192433781276749,9.399669495519737,20.739117800066097,1554,0.049249395458828026,1.0354999999999999,0021500490,visitor,1610612753,ORL,Shabazz Napier,13,G,01.01.2016.ORL.at.WAS
203903,1864.8500000000008,12017.693240056433,6.4725348714484205,14.752219705853673,24.98133292704502,46380,2.2760782651622034,31.080833333333345,0021500494,home,1610612747,LAL,Jordan Clarkson,6,G,01.01.2016.PHI.at.LAL
101150,2041.0400000000006,11494.647030065074,5.654774789915679,14.2382501075375,24.997160731293793,50779,2.17701648296687,34.01733333333334,0021500494,home,1610612747,LAL,Lou Williams,23,G,01.01.2016.PHI.at.LAL
203924,1727.8400000000006,11253.611367573269,6.539271727898766,15.761339766966032,24.995693791352657,42987,2.131365789313119,28.79733333333334,0021500494,visitor,1610612755,PHI,Jerami Grant,39,F,01.01.2016.PHI.at.LAL
203477,1745.810000000001,10680.072886495045,6.140846365461579,15.822931596671708,24.843257528448355,43486,2.022741076987698,29.09683333333335,0021500494,visitor,1610612755,PHI,Isaiah Canaan,0,G,01.01.2016.PHI.at.LAL
203917,1596.1500000000008,10244.806267106156,6.444863956921732,15.453703975517735,24.81568063857017,39663,1.9403042172549538,26.602500000000013,0021500494,visitor,1610612755,PHI,Nik Stauskas,11,G,01.01.2016.PHI.at.LAL
202397,1412.3300000000008,9606.073744803967,6.826277729418852,16.199424899143104,24.931604587623774,35125,1.819332148637115,23.538833333333347,0021500494,visitor,1610612755,PHI,Ish Smith,1,G,01.01.2016.PHI.at.LAL
203457,1529.500000000001,9470.929974865288,6.22097023085102,15.107496185639574,24.954028784032467,38087,1.7937367376638804,25.49166666666668,0021500494,visitor,1610612755,PHI,Nerlens Noel,4,F-C,01.01.2016.PHI.at.LAL
1626156,1454.8500000000008,9444.270883227278,6.512677843703688,14.714808990448848,23.95436954806969,36192,1.7886876672778935,24.247500000000013,0021500494,home,1610612747,LAL,D'Angelo Russell,1,G,01.01.2016.PHI.at.LAL
204456,1270.5000000000002,9150.682351616717,7.226506578200037,15.960807564938873,24.929572929442617,31609,1.7330837787152873,21.175000000000004,0021500494,visitor,1610612755,PHI,TJ McConnell,12,G,01.01.2016.PHI.at.LAL
101138,1390.2000000000003,9052.227240641841,6.534805236165625,16.07749822150544,24.345080109860177,34506,1.7144369773942882,23.170000000000005,0021500494,home,1610612747,LAL,Brandon Bass,2,F,01.01.2016.PHI.at.LAL
1626204,1360.3500000000008,8918.95563339365,6.589914697665146,15.690708486647347,24.804123718535173,33835,1.6891961426881914,22.672500000000014,0021500494,home,1610612747,LAL,Larry Nance Jr.,7,F,01.01.2016.PHI.at.LAL
201156,1448.2100000000005,8492.841596894545,5.890212708178166,14.315758668347858,24.770577430132253,35992,1.6084927266845728,24.136833333333342,0021500494,home,1610612747,LAL,Nick Young,0,F-G,01.01.2016.PHI.at.LAL
203944,1320.6800000000007,8422.352447374395,6.3952937995871,15.16475196180003,24.934678052135215,32857,1.5951425089724232,22.011333333333347,0021500494,home,1610612747,LAL,Julius Randle,30,F,01.01.2016.PHI.at.LAL
1626148,1235.5800000000008,8329.193721893847,6.772614051883476,16.344391310551337,24.96699635145639,30766,1.5774988109647439,20.593000000000014,0021500494,home,1610612747,LAL,Anthony Brown,3,F,01.01.2016.PHI.at.LAL
1626143,1312.1800000000005,8231.67405442155,6.292164519929013,15.149999447208542,24.629518770955418,32637,1.5590291769737783,21.869666666666674,0021500494,visitor,1610612755,PHI,Jahlil Okafor,8,C,01.01.2016.PHI.at.LAL
203496,1242.5800000000004,7874.1579015862735,6.368491098922874,15.814829482564715,24.967194100455156,30890,1.4913177843913397,20.709666666666674,0021500494,visitor,1610612755,PHI,Robert Covington,33,F,01.01.2016.PHI.at.LAL
201579,1287.8800000000006,7791.357712315134,6.0724783330907215,14.792288404766081,24.07641406487425,32109,1.475635930362715,21.464666666666677,0021500494,home,1610612747,LAL,Roy Hibbert,17,C,01.01.2016.PHI.at.LAL
203960,1111.3500000000008,6991.2439465976295,6.32580100191321,14.66208836164818,24.101931054515287,27648,1.324099232310157,18.522500000000015,0021500494,visitor,1610612755,PHI,JaKarr Sampson,9,G-F,01.01.2016.PHI.at.LAL
1626158,456.4600000000002,2906.3679406972365,6.390463136845378,16.08688094769995,24.755731145646013,11318,0.5504484736169009,7.60766666666667,0021500494,visitor,1610612755,PHI,Richaun Holmes,22,F,01.01.2016.PHI.at.LAL
2207,2224.6200000000003,13954.422300609627,6.294120727041981,14.335383464102987,24.875592223011978,55336,2.642883011479096,37.077000000000005,0021500495,visitor,1610612751,BKN,Joe Johnson,7,F-G,01.02.2016.BKN.at.BOS
201572,2223.220000000001,13389.247637657407,6.046891758609588,14.332282025633246,24.557365550458943,55353,2.535842355616933,37.053666666666686,0021500495,visitor,1610612751,BKN,Brook Lopez,11,C,01.02.2016.BKN.at.BOS
202323,2166.520000000001,13298.740648068228,6.16148574950688,15.615262079536134,24.801459388086286,53940,2.518700880315952,36.10866666666668,0021500495,home,1610612738,BOS,Evan Turner,11,G-F,01.02.2016.BKN.at.BOS
202738,2116.5,13271.833920326157,6.293468460682421,15.678357353761621,24.93366894827651,52690,2.513604909152681,35.275,0021500495,home,1610612738,BOS,Isaiah Thomas,4,G,01.02.2016.BKN.at.BOS
201152,1906.5800000000006,12872.277951524242,6.773557686739797,15.824774123599898,24.87063565510257,47460,2.4379314302129247,31.776333333333344,0021500495,visitor,1610612751,BKN,Thaddeus Young,30,F,01.02.2016.BKN.at.BOS
202711,1899.5600000000004,11672.885983794069,6.167784087671924,15.311006174043344,24.77364187554443,47298,2.2107738605670586,31.65933333333334,0021500495,visitor,1610612751,BKN,Bojan Bogdanovic,44,G-F,01.02.2016.BKN.at.BOS
203109,1785.54,10662.791468902204,5.9934576461107785,14.599527817699434,24.948427875230372,44385,2.019468081231478,29.759,0021500495,home,1610612738,BOS,Jae Crowder,99,F,01.02.2016.BKN.at.BOS
101161,1699.7700000000004,10272.181937735326,6.063683405708747,15.018252971384866,24.965156718937973,42279,1.9454890033589631,28.329500000000007,0021500495,home,1610612738,BOS,Amir Johnson,90,F,01.02.2016.BKN.at.BOS
203499,1401.3100000000002,9234.778509407144,6.616371746490945,14.942513871499722,24.61173005118096,34808,1.7490110813271107,23.35516666666667,0021500495,visitor,1610612751,BKN,Shane Larkin,0,G,01.02.2016.BKN.at.BOS
203935,1420.7100000000007,8955.390935442781,6.326125797010462,14.86080751714566,24.94584793109134,35411,1.6960967680762844,23.67850000000001,0021500495,home,1610612738,BOS,Marcus Smart,36,G,01.02.2016.BKN.at.BOS
201961,1325.4900000000007,8732.77358722919,6.613602565625381,15.286660150697559,24.038765093535396,32991,1.6539343915206801,22.09150000000001,0021500495,visitor,1610612751,BKN,Wayne Ellington,21,G,01.02.2016.BKN.at.BOS
101127,1327.3900000000003,8414.244912764552,6.3631467764570075,14.655978592372497,24.743194804316783,33080,1.5936069910538926,22.123166666666673,0021500495,visitor,1610612751,BKN,Jarrett Jack,2,G,01.02.2016.BKN.at.BOS
203096,1051.0500000000002,6102.544124687925,5.823378298283608,14.003795168624851,24.009552265689223,26133,1.155784872099986,17.517500000000002,0021500495,home,1610612738,BOS,Jared Sullinger,7,C-F,01.02.2016.BKN.at.BOS
201973,931.7400000000006,6062.573927888008,6.542195326802648,15.40402676653356,24.983426315171197,23177,1.1482147590696985,15.529000000000009,0021500495,home,1610612738,BOS,Jonas Jerebko,8,F,01.02.2016.BKN.at.BOS
203186,718.8500000000001,4963.246380112176,6.928842341968345,16.890124113286006,24.811923400106398,17869,0.9400087841121545,11.980833333333335,0021500495,visitor,1610612751,BKN,Willie Reed,33,F-C,01.02.2016.BKN.at.BOS
203482,734.6600000000004,4821.9209654568285,6.585005129200425,15.561500253025832,24.82341381527525,18312,0.9132426070940963,12.24433333333334,0021500495,home,1610612738,BOS,Kelly Olynyk,41,C-F,01.02.2016.BKN.at.BOS
202340,611.2700000000003,3973.8556219288835,6.520751070794096,16.781313063163704,24.484224081844655,15184,0.7526241708198643,10.187833333333339,0021500495,home,1610612738,BOS,Avery Bradley,0,G,01.02.2016.BKN.at.BOS
101135,566.0400000000002,3577.082984475556,6.345376829989431,15.18409046090974,24.87096090269434,14107,0.6774778379688553,9.434000000000003,0021500495,home,1610612738,BOS,David Lee,42,F-C,01.02.2016.BKN.at.BOS
202388,454.1100000000003,2993.008220447979,6.619968866276079,15.381807104907843,24.805358554151763,11335,0.5668576175090869,7.568500000000005,0021500495,visitor,1610612751,BKN,Donald Sloan,15,G,01.02.2016.BKN.at.BOS
200745,466.34000000000015,2938.3701611395886,6.320882940300653,14.255354917072973,22.03112707562677,11599,0.5565095002158312,7.772333333333336,0021500495,visitor,1610612751,BKN,Andrea Bargnani,9,C-F,01.02.2016.BKN.at.BOS
203923,469.43000000000035,2763.163335341554,5.912983782110731,16.003904621214147,24.942627229792,11707,0.5233263892692337,7.823833333333339,0021500495,home,1610612738,BOS,James Young,13,G-F,01.02.2016.BKN.at.BOS
203092,392.46000000000015,2689.975890331423,6.885203468838641,16.231708247288815,24.735943988460203,9756,0.5094651307445878,6.541000000000002,0021500495,home,1610612738,BOS,Tyler Zeller,44,C-F,01.02.2016.BKN.at.BOS
203115,2945.9800000000005,17904.515245926425,6.104675448846958,14.358351383236164,24.86716094461855,74152,3.3910066753648533,49.09966666666667,0021500504,visitor,1610612743,DEN,Will Barton,5,F-G,01.02.2016.DEN.at.GSW
202691,2737.2400000000002,16694.783677083284,6.132787377563337,14.831306436895032,24.90530175598507,69004,3.16189084793244,45.62066666666667,0021500504,home,1610612744,GSW,Klay Thompson,11,G,01.02.2016.DEN.at.GSW
2749,2725.940000000001,16089.748644935351,5.938787280355058,13.535955609055879,24.96533729496025,68666,3.0473008797226044,45.43233333333335,0021500504,visitor,1610612743,DEN,Jameer Nelson,1,G,01.02.2016.DEN.at.GSW
2738,2570.450000000001,14909.396925022544,5.817932193136202,14.526375752374786,24.856434735829733,64620,2.823749417617906,42.84083333333335,0021500504,home,1610612744,GSW,Andre Iguodala,9,G-F,01.02.2016.DEN.at.GSW
203110,2610.040000000001,14717.846497479055,5.668990619093439,14.061649583187549,24.812978973801904,65769,2.7874709275528513,43.50066666666668,0021500504,home,1610612744,GSW,Draymond Green,23,F,01.02.2016.DEN.at.GSW
203914,2336.7000000000003,14631.540950156317,6.296929562561829,15.795792171111719,24.995855034185627,58915,2.771125179953848,38.94500000000001,0021500504,visitor,1610612743,DEN,Gary Harris,14,G,01.02.2016.DEN.at.GSW
201568,2449.7000000000007,13997.109498777962,5.747267187677653,13.846555231442933,24.028630487607412,61791,2.6509677081018865,40.82833333333335,0021500504,visitor,1610612743,DEN,Danilo Gallinari,8,F,01.02.2016.DEN.at.GSW
203546,2223.810000000001,13604.65610483227,6.149627620740805,14.293332311336316,24.80351740739418,56033,2.5766394137939903,37.06350000000001,0021500504,home,1610612744,GSW,Ian Clark,21,G,01.02.2016.DEN.at.GSW
202702,1720.5300000000002,10547.381955594552,6.1706295403320155,13.998796095061111,24.134251356824972,43431,1.9976102188626046,28.675500000000003,0021500504,visitor,1610612743,DEN,Kenneth Faried,35,F,01.02.2016.DEN.at.GSW
